_ACN,Time_Date,Time_Local Time Of Day,Place_Locale Reference,Place_State Reference,Place_Relative Position.Angle.Radial,Place_Relative Position.Distance.Nautical Miles,Place_Altitude.AGL.Single Value,Place_Altitude.MSL.Single Value,Place_Latitude / Longitude (UAS),Environment_Flight Conditions,Environment_Weather Elements / Visibility,Environment_Work Environment Factor,Environment_Light,Environment_Ceiling,Environment_RVR.Single Value,Aircraft 1_ATC / Advisory,Aircraft 1_Aircraft Operator,Aircraft 1_Make Model Name,Aircraft 1_Aircraft Zone,Aircraft 1_Crew Size,Aircraft 1_Operating Under FAR Part,Aircraft 1_Flight Plan,Aircraft 1_Mission,Aircraft 1_Nav In Use,Aircraft 1_Flight Phase,Aircraft 1_Route In Use,Aircraft 1_Airspace,Aircraft 1_Maintenance Status.Maintenance Deferred,Aircraft 1_Maintenance Status.Records Complete,Aircraft 1_Maintenance Status.Released For Service,Aircraft 1_Maintenance Status.Required / Correct Doc On Board,Aircraft 1_Maintenance Status.Maintenance Type,Aircraft 1_Maintenance Status.Maintenance Items Involved,Aircraft 1_Cabin Lighting,Aircraft 1_Number Of Seats.Number,Aircraft 1_Passengers On Board.Number,Aircraft 1_Crew Size Flight Attendant.Number Of Crew,Aircraft 1_Airspace Authorization Provider (UAS),Aircraft 1_Operating Under Waivers / Exemptions / Authorizations (UAS),Aircraft 1_Waivers / Exemptions / Authorizations (UAS),Aircraft 1_Airworthiness Certification (UAS),Aircraft 1_Weight Category (UAS),Aircraft 1_Configuration (UAS),Aircraft 1_Flight Operated As (UAS),Aircraft 1_Flight Operated with Visual Observer (UAS),Aircraft 1_Control Mode (UAS),Aircraft 1_Flying In / Near / Over (UAS),Aircraft 1_Passenger Capable (UAS),Aircraft 1_Type (UAS),Aircraft 1_Number of UAS Being Controlled (UAS),Component_Aircraft Component,Component_Manufacturer,Component_Aircraft Reference,Component_Problem,Aircraft 2_ATC / Advisory,Aircraft 2_Aircraft Operator,Aircraft 2_Make Model Name,Aircraft 2_Aircraft Zone,Aircraft 2_Crew Size,Aircraft 2_Operating Under FAR Part,Aircraft 2_Flight Plan,Aircraft 2_Mission,Aircraft 2_Nav In Use,Aircraft 2_Flight Phase,Aircraft 2_Route In Use,Aircraft 2_Airspace,Aircraft 2_Maintenance Status.Maintenance Deferred,Aircraft 2_Maintenance Status.Records Complete,Aircraft 2_Maintenance Status.Released For Service,Aircraft 2_Maintenance Status.Required / Correct Doc On Board,Aircraft 2_Maintenance Status.Maintenance Type,Aircraft 2_Maintenance Status.Maintenance Items Involved,Aircraft 2_Cabin Lighting,Aircraft 2_Number Of Seats.Number,Aircraft 2_Passengers On Board.Number,Aircraft 2_Crew Size Flight Attendant.Number Of Crew,Aircraft 2_Airspace Authorization Provider (UAS),Aircraft 2_Operating Under Waivers / Exemptions / Authorizations (UAS),Aircraft 2_Waivers / Exemptions / Authorizations (UAS),Aircraft 2_Airworthiness Certification (UAS),Aircraft 2_Weight Category (UAS),Aircraft 2_Configuration (UAS),Aircraft 2_Flight Operated As (UAS),Aircraft 2_Flight Operated with Visual Observer (UAS),Aircraft 2_Control Mode (UAS),Aircraft 2_Flying In / Near / Over (UAS),Aircraft 2_Passenger Capable (UAS),Aircraft 2_Type (UAS),Aircraft 2_Number of UAS Being Controlled (UAS),Person 1_Location Of Person,Person 1_Location In Aircraft,Person 1_Reporter Organization,Person 1_Function,Person 1_Qualification,Person 1_Experience,Person 1_Cabin Activity,Person 1_Human Factors,Person 1_Communication Breakdown,Person 1_UAS Communication Breakdown,Person 1_ASRS Report Number.Accession Number,Person 2_Location Of Person,Person 2_Location In Aircraft,Person 2_Reporter Organization,Person 2_Function,Person 2_Qualification,Person 2_Experience,Person 2_Cabin Activity,Person 2_Human Factors,Person 2_Communication Breakdown,Person 2_UAS Communication Breakdown,Person 2_ASRS Report Number.Accession Number,Events_Anomaly,Events_Miss Distance,Events_Were Passengers Involved In Event,Events_Detector,Events_When Detected,Events_Result,Assessments_Contributing Factors / Situations,Assessments_Primary Problem,Report 1_Narrative,Report 1_Callback,Report 2_Narrative,Report 2_Callback,Report 1_Synopsis
1564641.0,201807.0,1201-1800,LAS.Airport,NV,,,0.0,,,VMC,Windshear,Temperature - Extreme,Night,,,Tower LAS,Air Carrier,B737 Undifferentiated or Other Model,,2.0,Part 121,IFR,Passenger,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP),Flight Crew Type 822,,Workload,,,1564641.0,,,,,,,,,,,,Ground Event / Encounter Ground Strike - Aircraft,,N,Person Flight Attendant,In-flight,Aircraft Aircraft Damaged; Flight Crew Regained Aircraft Control; General Maintenance Action,Weather,Weather,This was the second leg of the first day of our trip. First Officer (FO) was flying pilot. LAS was night; T 40 C; winds on ATIS 070/12/ but tower winds 360/5. FO flew a stable visual/ILS approach to RWY 26L LAS. We intercepted GS at 7000. Approach was stable; and FO crossed the threshold target speed plus a few knots and on glidepath.  Just prior to crossing the paved surface; the FO remarked that he anticipated a thermal that comes every time you land in Vegas. Sure enough; as soon as we crossed over the paved surface; at approximately 100-80 feet AGL; we had a sudden wing rock that felt like a wake turbulence event but seemed more in line with a thermal event as anticipated by the FO. We were spaced 3-4 miles in trail of an Airbus 319. The FO recovered nicely from this short but abrupt disruption and landed. I remarked on landing roll 'nice recovery' and did not even consider that we had scraped the tail on landing. I never felt the situation was unsafe or warranted a go around and felt the FO did a great job executing the approach and landing. It was only upon reaching the gate that an aft Flight Attendant (FA) called and informed us that he felt we scraped the tail. Upon inspection of the tail; we found that we in fact scraped the paint off the skid but did not compress the strut. We checked ACARS and found the pitch attitude at landing was 7.6; which was under the 8.3 considered probable for tail contact. We made a logbook write up; contacted Maintenance; the Operations Manager and an Ops Report was filed.,,,,B737 Captain reported aircraft encountered a thermal downdraft causing a tail strike while landing.
1564857.0,201807.0,1801-2400,ZZZ.Airport,US,,,,,,VMC,15,,Daylight,12000,30000.0,CTAF ZZZ,FBO,PA-28 Cherokee/Archer/Dakota/Pillan/Warrior,,1.0,Part 91,VFR,Training,,Climb,Direct,Class E ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Engine,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot; Pilot Flying,Flight Crew Student,Flight Crew Total 80; Flight Crew Type 80,,Troubleshooting; Training / Qualification,,,1564857.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy,,N,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Landed in Emergency Condition; General Evacuated,Aircraft,Aircraft,Student pilot rented Aircraft X for a VFR solo cross country flight; operating under CFR Part 91. Before departure; a logbook endorsement was received from the pilot's CFI for the intended route of flight and a VFR flight plan was filed for this route indicating a cruising altitude of 3;000 and five hours of fuel onboard. Aircraft X departed ZZZ1; activated flight plan shortly after; climbed to FL030; and continued for pattern entry for ZZZ approx. 1 hour later. No traffic was observed in the pattern at ZZZ; and a touch and go was made on Rwy YY. On upwind; at an unknown altitude; the engine RPM went from 2800 to 500 in approx. one second. After pumping the throttle the engine restarted then quit again.A 180 degree turn was made back to ZZZ airport; Rwy YX; but not enough altitude was available to reach the field; and the airplane was landed into a nearby body of water. The fuel selector was on the Left tank from departure at ZZZ1; the electric boost pump was on; per the checklist. Upon landing; the pilot was able to get the attention of people on shore who came to the scene in a canoe.,,,,Engine failed after touch and go; aircraft landed in a lake; no injuries indicated.
1564932.0,201807.0,1801-2400,DCA.Airport,DC,,,0.0,,,,Cloudy,,Night,,,Ground DCA,Air Carrier,B737 Undifferentiated or Other Model,,2.0,Part 121,,,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 160; Flight Crew Type 15400,,Situational Awareness,,,1564932.0,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument,Flight Crew Last 90 Days 378; Flight Crew Type 7000,,Situational Awareness,,,1564933.0,Ground Event / Encounter Vehicle; Ground Incursion Taxiway,,,Person Flight Crew; Person Other Person,Taxi,Aircraft Aircraft Damaged; Flight Crew Returned To Gate; General Maintenance Action,Chart Or Publication; Weather; Procedure; Human Factors; Airport; Environment - Non Weather Related,Ambiguous,Flight pushed from Gate at DCA. All preflight checklists; briefings and airport diagrams were discussed and reviewed prior to pushback including the construction on Taxiway P. Taxi instructions were issued by Ground to 19 via K and hold short of Runway 15. While passing the Construction Zone on P the actual marked Work Zone also covered the infield space between P and K with construction vehicles spread throughout the enclosed area. I was taxiing the aircraft between 10 to 15 knots on the taxiway centerline and noticed one vehicle close to the edge of the Construction Zone but within the confines. I decided to give ourselves a little more room and moved the aircraft off the centerline further away from the construction. Once past the area we heard the Construction People call Ground and state the aircraft that just passed had knocked a mirror or something of one of the pieces of equipment. I stopped the aircraft as we determined they meant us and coordinated with Ground to return to the gate. We were issued instructions to return the way we had come but I elected different instructions I knew would keep us well clear of the zone on our return. There were no injuries on the ground or in the aircraft. There were no NOTAMS restricting Taxiway K. The aircraft sustained minor damage to the tip of the right scimitar.,,Aircraft was being taxied as instructed from Gate to Runway 19. Instructions were to taxi Kilo; hold short of Runway 15. Night conditions wet and overcast. There was construction on the east side of Taxiway Kilo near Spot 9. Papa was closed from Delta to Charlie with men and equipment working on the closed areas. Captain briefed the taxi route and we proceeded. As we approached the area with the construction I was monitoring the Captain's taxi. He was purposefully to the left of the taxiway painted centerline. I was watching out the side window toward the construction. I was unable to see the wingtip due to condensation on the unheated R3 window.As we approached the construction area the Captain said 'That looks close;' and went further left away from the construction site as there were no obstructions to his left. The aircraft was now left of the taxiway centerline; away from the construction area. As we passed the construction a Construction Worker informed Ground that Company 'hit' the mirror on his vehicle. The Captain stopped the aircraft and I asked Ground for instructions for us to go back to the gate for an inspection. At the gate I inspected the right scimitar and the bottom portion was damaged.,,B737 flight crew reported a collision with an airport construction vehicle.
1566249.0,201808.0,1801-2400,ZZZ.Airport,US,,,0.0,,,VMC,10,,Night,,,CTAF ZZZ,FBO,DA40 Diamond Star,,2.0,Part 91,,Training,,Landing,Visual Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,FBO,Pilot Not Flying; Instructor,Flight Crew Commercial; Flight Crew Flight Instructor,Flight Crew Last 90 Days 164; Flight Crew Total 600; Flight Crew Type 293,,Situational Awareness,,,1566249.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Ground Strike - Aircraft,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Took Evasive Action; General Evacuated,Environment - Non Weather Related; Human Factors,Human Factors,This is the third mission for the student; they had more than 10 night landings already. It was a training flight and we were circling above [a crop field]; instructor told the student to divert to ZZZ; I asked what is the traffic pattern altitude and what runway are they going to use; the student was a little bit lost so instructor pointed [to] ZZZ. Instructor did the tear drop entry for left traffic rwy XY. On long final our speed was around 80 knots and our landing checklists were completed. Instructor corrected the speed & altitude and gave the student the control again on short final. Instructor was watching the airspeed and outside reference; it was a quick second when instructor applied additional backpressure the aircraft already landed hard; no bounce it was only a 1 hard hit; instructor announced 'my aircraft' and I had decisions to make whether to fly the aircraft again or land in the remaining runway. I decided to land the aircraft back on the runway because in my opinion it will be more danger to the public if my assumption that nose landing gear is hanging out were correct. I flew the aircraft for a second to slow down and hold up the nose as long as I can so we won't flip over; as I flew the aircraft again I immediately shut off the fuel source; and shut off the aircraft right away to prevent any fire because I know we will produce spark as we skid on the runway. I did my very best to control the aircraft and keep it on centerline. As soon as the aircraft stopped I told the student to evacuate as I secure the plane; and I turned on the master again to warn the CTAF that there's a disable aircraft on the rwy XY; I immediately called our dispatch; then I called the airport manager which was unavailable only answering machine. I turned on my flashlight to warn any possible traffic that might land on rwy XY. A Cessna landed and he stopped way far from the aircraft; the pilot checked me and my student. No injuries for my student and I.  Not even a scar; only a bit of bent metal.,,,,DA40 pilot reported that the aircraft encountered a very hard landing.
1567910.0,201808.0,0601-1200,ZZZ.Airport,US,,,,8000.0,,,,,,,,TRACON ZZZ,Air Carrier,EMB ERJ 145 ER/LR,,2.0,Part 121,IFR,Passenger,,Descent,,Class C ZZZ,,,,,,,,,,,,,,,,,,,,,,,,Cockpit Window,,X,Failed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Pilot Flying; Captain,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Distraction; Workload; Time Pressure,,,1567910.0,,,,,,,,,,,,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural Published Material / Policy; Flight Deck / Cabin / Aircraft Event Illness / Injury,,,Person Flight Crew,In-flight,Aircraft Aircraft Damaged; Flight Crew Overcame Equipment Problem; General Maintenance Action; General Physical Injury / Incapacitation,Aircraft,Aircraft,Descending on approach; the CA (Captain) was pilot flying. All descent and approach checklists were completed; and we had just broken out of cloud bases at approximately 8000'. The First Officer had not done [this approach] before; so as we broke out we were orienting ourselves to prepare for the approach. I pointed out the field to my FO (First Officer) through my left side DV window when we suddenly both heard a dull thump. I looked forward and noticed that my forward facing windshield had completely shattered on the inner layer. Realizing that this is more critical than the outer layer failure; I immediately started reducing airspeed from approximately 220 knots and donned my smoke goggles. We notified ATC that we had experienced and inner windshield failure. The FO and I evaluated the situation and determined that he should fly this approach due to the restricted forward visibility. We positively exchanged controls with the autopilot engaged; and I asked the FO to request an ILS ZZ approach to instead of visual. At this point I felt it appropriate to pull out the QRH for a cracked windshield; since the FO had established positive control of the aircraft and slowed to approximately 180kts with flaps 18 deployed. I ran the QRH; which included turning off affected windshield heat and depressurizing the airplane down to field elevation; as instructed. The QRH was accomplished; so I loaded the ILS ZZ into the FMS and briefed the pilot flying. We commenced a stabilized approach to a normal landing. During taxi towards the gate; operations had advised us that there were no gates available. We pulled into the west [holding area] and sat for 30 minutes while they departed other flights. At this point; the windshield continued to crack; and small flakes and splinters/shards were falling out onto the captain and being blown onto his body by the air conditioning. I continued to wear my fogged up smoke goggles to prevent shards from being blown into my eyeballs. The number 1 pack was deselected in order to reduce some of the airflow in front of his face. After finally taxiing to the gate and deplaning; I was able to get out of my seat and shake out some of the glass. I had several tiny cuts in my fingers and was covered in small glass flakes embedded in my clothing. Neither the First Officer nor I could determine if we had struck a bird; since neither of us were looking out of that window; upon further examination at the gate we did notice a greasy smudge on the pane. I will be visiting a competent optometrist of my choosing at the end of this trip to determine if any particles of glass have embedded in my eyes.,,,,ERJ-145 pilot reported a cockpit window inner pane failure; resulting in reduced visibility and possible injury due to glass splinters.
1568653.0,201807.0,0601-1200,GYI.Airport,TX,,,0.0,,,VMC,10,,,18000,,Tower GYI,Personal,Light Sport Aircraft,,1.0,Part 91,,Personal,,Landing,Direct,Class D GYI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Personal,Single Pilot,Flight Crew Commercial; Flight Crew Multiengine,Flight Crew Last 90 Days 20; Flight Crew Total 7865; Flight Crew Type 20,,Training / Qualification,,,1568653.0,,,,,,,,,,,,Ground Event / Encounter Ground Strike - Aircraft; Ground Event / Encounter Loss Of Aircraft Control; Ground Excursion Runway,,,Person Flight Crew,Other landing roll,Aircraft Aircraft Damaged; Flight Crew Regained Aircraft Control,Human Factors,Human Factors,On landing had a big bounce; [aircraft] has tundra tires; ran off runway; left wing contact ground and ground looped. [I plan to] change tires and get more landing instruction from instructor. No personal injuries.,,,,Light sport pilot reported striking a wing tip when the aircraft ground looped on landing.
1568973.0,201808.0,0001-0600,ZZZ.Airport,US,,,0.0,,,,,,,,,Ground ZZZ,Air Carrier,Regional Jet 200 ER/LR (CRJ200),,,,,,,Taxi,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Winglet,,X,Improperly Operated,,Air Carrier,Commercial Fixed Wing,,2.0,Part 121,IFR,Passenger,,Parked,,,,,,,Scheduled Maintenance,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Technician,Maintenance Powerplant; Maintenance Airframe,,,Situational Awareness,,,1568973.0,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Aircraft,,,Person Maintenance,Taxi,Aircraft Aircraft Damaged,Human Factors; Environment - Non Weather Related; Airport; Procedure,Human Factors,I was asked to taxi an aircraft by my Lead Mechanic from the back corner of our ramp to [a] gate at the terminal for its morning departure. It was parked next to another aircraft in a staggered formation. As we approached the aircraft; I looked to see the clearance between the aircraft winglets and determined that I would be able to turn out away from the other plane and still have good distance between the planes on the right and also between the fences on the left. My partner removed the chocks from the nose landing gear and I connected the torque links. As I was doing this; my Lead was walking up and asked if I needed to be tugged out or if I thought that I could turn out. Another mechanic was also approaching with our Lektro to help tug it out of its current position. I told them both that I would be able to turn out and that I did not require to be tugged.Both my partner and myself opened the main passenger door and went inside the aircraft. I sat in the left seat and started the sequence to start the APU. While the APU was starting; I adjusted the left seat; then turned on the APU generator for aircraft power. Then; I turned on all 3 hydraulic systems and armed nose wheel steering while my partner closed the passenger door. After she sat down in the right seat; I started the right Number 2 engine as that provides hydraulic pressure to the brakes in the event that the generators failed. After it stabilized; I started the left Number 1 engine and flipped on the Number 2 IDG. After the Number 1 engine stabilized; I flipped on the Number 1 IDG. I ran through all the EICAS synoptic pages and turned on both COM Number 1 and Number 2 to Ground frequency. After all things were set properly; I asked my partner to watch the right wing and make sure that I was clear. She did exactly as I asked and did not look away. We did not have a wing walker watching the left wing or right wing.I turned the nose wheel fully to the left and gave the right engine thrust as to move the aircraft. She stated that it looked like I was clear from her vantage point. We moved a few feet from our original location and hit the winglet of the other aircraft with our winglet. At which point; I stopped and set the parking brake; shut down both engines and proceeded to check everything in the cockpit before I exited the plane to see what [had] happened. During which time; several individuals came out from the hangar to see what had happened. I came out and looked at the damage; at which time I went back and completely shut down the aircraft.I did not use my checklist for starting the APU or engines and I also did not have wing walkers to watch as I moved the aircraft from a tight parking spot. Always use your checklist and always have wing walkers when in close proximity to other objects and planes.,,,,CRJ Maintenance Technician reported that when attempting to taxi out of a congested area; the winglet struck the winglet of another aircraft.
1569120.0,201808.0,1201-1800,ZZZ.Airport,US,,,0.0,,,VMC,,,,,,Ground ZZZ,Air Carrier,A320,,2.0,Part 121,IFR,Passenger,,Taxi,,Class B ZZZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B737 Next Generation Undifferentiated,,2.0,Part 121,,,,Parked,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Air Transport Pilot (ATP); Flight Crew Instrument; Flight Crew Multiengine,,,Communication Breakdown; Situational Awareness,Party1 Flight Crew; Party2 Flight Crew; Party2 Ground Personnel,,1569120.0,,,,,,,,,,,,Ground Event / Encounter Aircraft,,,Person Flight Crew; Person Ground Personnel,Taxi,Aircraft Aircraft Damaged; General Evacuated; General Flight Cancelled / Delayed,Human Factors,Human Factors,After pushing back from [the] gate we received our taxi clearance from outbound Ground Control. With both engines running we started our turn towards [the] taxiway with no wing walkers or guidance from ground personnel. As the FO in the right seat I had my head turned to the right clearing the area where we were about to taxi. Shortly after starting our forward movement I felt the airplane shudder and we immediately applied our brakes and came to a stop. After a short discussion with ground personnel it was determined we struck a parked B737 parked at [the adjacent] gate. The flight attendants reported smelling a fuel smell in the cabin shortly after we came to a stop. We notified Ground Control and requested the fire department investigate the fuel smell and examine the aircraft exterior. It was then determined we should not move the aircraft for fear of causing additional damage. The fire department then provided a set of air stairs and we deplaned the passengers via the 2L door without incident.,,,,A320 First Officer reported striking a parked aircraft at an adjacent gate while taxiing.
1569144.0,201808.0,,,,,,0.0,,,VMC,,,,,,,Air Carrier,Commercial Fixed Wing,,2.0,Part 121,,Passenger,,Taxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gate / Ramp / Line,,Air Carrier,Vehicle Driver; Ramp,,,,Situational Awareness; Communication Breakdown,Party1 Ground Personnel; Party2 Ground Personnel,,1569144.0,,,,,,,,,,,,Deviation / Discrepancy - Procedural Published Material / Policy; Ground Event / Encounter Vehicle,,,Person Ground Personnel,Other Push Back,Aircraft Aircraft Damaged,Environment - Non Weather Related; Staffing; Procedure; Human Factors,Human Factors,I stowed the jetway; removed chocks; and informed the pilot to release brakes. I failed to do a walk around. Then I got on the pushback [tractor] and asked if we had clearance to push. When he said we did I proceeded to push with one wing walker as always. We never have 2 wing walkers. I did not get an all clear from the wing walker. I pushed the aircraft back about 10-15 feet and hit the catering truck.,,,,A pushback tug driver reported hitting a truck while pushing an aircraft with only one wing walker.
1569742.0,201807.0,1201-1800,ZZZ.Airport,US,,,0.0,,,VMC,,,,,,,Air Carrier,Regional Jet 700 ER/LR (CRJ700),,2.0,Part 121,IFR,Passenger,,Other Standing,,,,,,,,,,,,,,,,,,,,,,,,,,Aileron Control System,,X,Malfunctioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aircraft X,Flight Deck,Air Carrier,Captain; Pilot Flying,Flight Crew Commercial; Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP),,,Time Pressure; Communication Breakdown,Party1 Flight Crew; Party2 Other,,1569742.0,Aircraft X,Flight Deck,Air Carrier,First Officer; Pilot Not Flying,Flight Crew Multiengine; Flight Crew Air Transport Pilot (ATP); Flight Crew Commercial,,,Situational Awareness; Time Pressure,,,1569676.0,Aircraft Equipment Problem Critical; Deviation / Discrepancy - Procedural FAR; Deviation / Discrepancy - Procedural Published Material / Policy,,,Person Flight Crew,Pre-flight; Routine Inspection,Aircraft Aircraft Damaged; General Flight Cancelled / Delayed,Aircraft; Company Policy,Aircraft,Pushed back from the gate. While performing the Flight Controls check; First Officer found that the control wheel was binding and not moving smoothly when he moved it left and right. He pointed this out to me so I exercised the control wheel and agreed with him. Per the SOP; we are to check for smooth movement without binding. Obviously; the Check FAILED. We wrote it up; and I contact Dispatch who put me thru to Maintenance. The first A&P soon arrived and trouble shot the system. He found that the system was NOT operational or SAFE for flight. He shared with the crew and I he would not be able to sleep at night if he signed it off. He stated that he was going to GROUND THE PLANE. He seemed to be implying pressure from Maintenance [Control] to sign it off.I believe after an hour or so; another A&P arrived. He stated that he was one of the owners or something to that effect. He did not open any panels nor did I see him manipulate the control wheel at this point in time. He stated Maintenance [Control] wanted him to fax a copy of the log can to him and he'd be back. During all of this; I attempted to stay in the loop and up to date with our Dispatcher and various members of Maintenance. No one from my company ever attempted to explain to me what was going on or what the game plan was.Not long after the second A&P left with the log can; I shut the plane down and the crew and I went to wait in the terminal. We all figured we were done for the day; it was just a matter of scheduling calling us to notify us. After some time; I saw the second A&P's truck parked by the plane. I went down to speak with him. He had filled out the corrective action page; BUT had not signed it. He explained the pressure involved in the situation and did not know what to do. I stated that if he signed it off; all I could do was another ops check. If ops check [was] good; per the SOP; I'd fly the plane. If not; then it is my legal responsibility to write it back up. After he signed it off; I ops checked and it FAILED again. The second A&P explained to me that Maintenance [Control] had told him that the crew was fine with operating the aircraft in the current condition. Something to the effect this happens a lot and they have ferried a bunch of aircraft with this same problem.QUESTION? How does Maintenance know exactly what is wrong if they have not laid eyes or a hand on it. Why is the company allowing pilots to operate aircraft that are not airworthy? Surely; [we] are not the only pilots who perform the Flight Controls Checklist and adhere to it? Also; for the Ferry Permit; it states 'Freedom of Movement'. So; now I have two documents that the aircraft's status does NOT agree with.After writing the aircraft up and calling Maintenance to report it was really weird. Maintenance told me I would have to call Dispatch instead of them telling [Dispatch]. I called Dispatch and I was put through to a Supervisor who stated she was going to bring [another person] into the call. [The second person] got on the phone and he started berating me to the point that I felt harassed. He was condescending; belittling; and seemed angry and combative. He questioned me something to the effect of did I know more than Maintenance. I stated I was following the SOP and he raised his voice and stated; he knew what the SOP said [because] he wrote it. At some point during his verbal attack on me; he stated to [the Supervisor] to remove me from duty and they would get another Captain to fly the plane. At that point; I felt I was being bullied. He was trying the indirectly threaten me and bully me to operate the aircraft. My entire crew witnessed this conversation from my end.I would like to point out that I was acting in accordance with [a] SAFETY STATEMENT as well as 14CFR 121.627(a). It appears those collaborating with him in this situation were attempting to hinder me in performing my legal Duties as PIC. I assume they removed me from duty because I would not fly the aircraft illegally; but I was never given; nor have I been given; a reason I was removed from duty or why I have to come see the Chief Pilot. I recommend listening to the tapes. With all that said; the last interesting thing that took place was later that night when I called and attempted to [jumpseat] myself home on a [another company's aircraft] that left before the flight I was scheduled on. The scheduler asked me something to the effect of what time the flight left. She put me on hold then came back and told me I had to take the DH [deadhead] they had me on and I could not [jumpseat]. This was per her supervisor who had conveniently also just left for the night. She then stated something to the effect of if I had a problem with it; to call the Chief Pilot. Again; I know you can probably listen to the tapes. I can't ever remember being denied a [jumpseat] when the last leg of my trip is a DH [deadhead].,The Reporter stated that the ailerons did not move smoothly and maintenance would not release the aircraft for a ferry flight due to this anomaly. The Reporter stated that he has not experienced this issue in the past; but other pilots have seen this according to their web board.,[There were] mechanical problems requiring maintenance.In ZZZ after push back and engine start according [to] SOP flow; I was doing flight control check; which showed that yoke didn't move smoothly and freely; free of bites during aileron deflection. On the contrary; there were loud clicks; abrupt moves and bites while moving in both directions (left and right) on First Officer side. I pointed this to Captain; he checked his side and found similar bad results.We returned to the gate; waiting for AMT. After inspection by AMT (Aircraft Maintenance Technician) aircraft was grounded. All necessary notes were logged by Captain and AMT. AMT said that he had found that [the] aircraft needed new bearing or pulley for aileron control cables; which is under the cockpit floor. Passengers were moved to the terminal and the flight was cancelled. Then second AMT was invited by our company management; who 'signed off' this issue; stating that aircraft was capable of flying.Captain and I checked the flight controls again and realized that nothing had changed since; nor any fixes were done. Understanding that this issue will not pass the check list again; Captain made the note in the logbook that ailerons control wasn't working smoothly as per SOP. Then; I saw that he had terrible fight over the phone with our company higher management people; who were forcing him to ferry fly aircraft to [another airport] for further maintenance. He refused and the plane was inspected by third AMT several hours later; who didn't find the plane flyable and kept it grounded.Proper maintenance and proper arrangement of fixing issues found by crew on the line. It's not fair and not safe to force crew to fly broken plane to the maintenance base.,The Reporter stated that the ailerons had an abrupt movement when tested; they were not smooth with or without hydraulics pressure. The Reporter stated that the more they tested the system the worse it got. The Reporter also stated that maintenance found the ailerons were unacceptable for flight. The Reporter stated that he tests the ailerons on every aircraft he flies and has never encountered this condition. The Reporter stated that the aircraft was out of service and maintenance has worked the problem for several days. The reporter stated that he does not know what maintenance did to repair the aircraft.,A CRJ flight crew reported that the ailerons felt very rough and had loud clicks during preflight flight control checks.
